id,name,description,category,subcategory,price,supplier_id,stock_quantity,created_at
611,Master Kids Activity Book Standard,Premium kids activity book for discerning customers,Books,Books & Media,76.19,29,159,2024-01-01 00:00:00
612,SmartChoice Kids Activity Book Plus,Award-winning kids activity book with innovative design,Books,Books & Media,43.79,47,162,2024-01-01 00:00:00
613,Advanced Kids Activity Book Premium,Award-winning kids activity book with innovative design,Books,Books & Media,103.66,17,318,2024-01-01 00:00:00
614,SmartChoice Building Blocks 100pcs Standard,High-quality building blocks 100pcs perfect for everyday use,Toys,Toys & Games,13.84,38,481,2024-01-01 00:00:00
615,Master Building Blocks 100pcs Plus,Affordable building blocks 100pcs with excellent value for money,Toys,Toys & Games,273.18,49,171,2024-01-01 00:00:00
616,Master Building Blocks 500pcs Standard,High-quality building blocks 500pcs perfect for everyday use,Toys,Toys & Games,94.62,21,387,2024-01-01 00:00:00
617,SmartChoice Building Blocks 500pcs Plus,Award-winning building blocks 500pcs with innovative design,Toys,Toys & Games,163.95,42,144,2024-01-01 00:00:00
618,Elite Building Blocks 1000pcs Standard,Top-rated building blocks 1000pcs trusted by thousands,Toys,Toys & Games,191.99,1,204,2024-01-01 00:00:00
619,UltraMax Building Blocks 1000pcs Plus,Top-rated building blocks 1000pcs trusted by thousands,Toys,Toys & Games,43.78,22,376,2024-01-01 00:00:00
620,Advanced Building Blocks 1000pcs Premium,Professional-grade building blocks 1000pcs with advanced features,Toys,Toys & Games,305.69,29,372,2024-01-01 00:00:00
621,Premium Jigsaw Puzzle 500pcs,Premium jigsaw puzzle 500pcs for discerning customers,Toys,Toys & Games,25.43,32,329,2024-01-01 00:00:00
622,ValueBest Jigsaw Puzzle 1000pcs Standard,Affordable jigsaw puzzle 1000pcs with excellent value for money,Toys,Toys & Games,176.85,10,27,2024-01-01 00:00:00
623,Supreme Jigsaw Puzzle 1000pcs Plus,Professional-grade jigsaw puzzle 1000pcs with advanced features,Toys,Toys & Games,142.3,4,235,2024-01-01 00:00:00
624,NextGen 3D Puzzle,Award-winning 3d puzzle with innovative design,Toys,Toys & Games,96.68,7,244,2024-01-01 00:00:00
625,Elite STEM Kit Robotics Standard,Affordable stem kit robotics with excellent value for money,Toys,Toys & Games,143.98,28,464,2024-01-01 00:00:00
626,Champion STEM Kit Robotics Plus,Best-selling stem kit robotics with outstanding reviews,Toys,Toys & Games,19.03,7,288,2024-01-01 00:00:00
627,Expert STEM Kit Electronics,High-quality stem kit electronics perfect for everyday use,Toys,Toys & Games,53.44,41,25,2024-01-01 00:00:00
628,Elite STEM Kit Chemistry,Affordable stem kit chemistry with excellent value for money,Toys,Toys & Games,146.59,17,391,2024-01-01 00:00:00
629,Essential Coding Robot,High-quality coding robot perfect for everyday use,Toys,Toys & Games,136.69,24,24,2024-01-01 00:00:00
630,Essential Educational Board Game Standard,Top-rated educational board game trusted by thousands,Toys,Toys & Games,195.12,14,293,2024-01-01 00:00:00
631,Essential Educational Board Game Plus,Professional-grade educational board game with advanced features,Toys,Toys & Games,20.79,14,399,2024-01-01 00:00:00
632,Expert Memory Game,Premium memory game for discerning customers,Toys,Toys & Games,50.02,48,479,2024-01-01 00:00:00
633,ProLine Logic Puzzle Standard,High-quality logic puzzle perfect for everyday use,Toys,Toys & Games,112.15,37,70,2024-01-01 00:00:00
634,Master Logic Puzzle Plus,Best-selling logic puzzle with outstanding reviews,Toys,Toys & Games,56.49,48,322,2024-01-01 00:00:00
635,Professional Logic Puzzle Premium,Professional-grade logic puzzle with advanced features,Toys,Toys & Games,301.06,27,105,2024-01-01 00:00:00
636,SmartChoice Math Game Standard,High-quality math game perfect for everyday use,Toys,Toys & Games,172.2,28,135,2024-01-01 00:00:00
637,NextGen Math Game Plus,High-quality math game perfect for everyday use,Toys,Toys & Games,47.41,33,324,2024-01-01 00:00:00
638,Master Superhero Action Figure Standard,Affordable superhero action figure with excellent value for money,Toys,Toys & Games,64.87,10,370,2024-01-01 00:00:00
639,Champion Superhero Action Figure Plus,Affordable superhero action figure with excellent value for money,Toys,Toys & Games,262.18,33,40,2024-01-01 00:00:00
640,Modern Dinosaur Figure Standard,Affordable dinosaur figure with excellent value for money,Toys,Toys & Games,67.36,28,325,2024-01-01 00:00:00
641,Supreme Dinosaur Figure Plus,Top-rated dinosaur figure trusted by thousands,Toys,Toys & Games,214.34,45,398,2024-01-01 00:00:00
642,Expert Army Action Figure Standard,Premium army action figure for discerning customers,Toys,Toys & Games,149.98,10,402,2024-01-01 00:00:00
643,Premium Army Action Figure Plus,Affordable army action figure with excellent value for money,Toys,Toys & Games,248.33,8,28,2024-01-01 00:00:00
644,NextGen Remote Control Car,Best-selling remote control car with outstanding reviews,Toys,Toys & Games,194.77,4,472,2024-01-01 00:00:00
645,Champion RC Monster Truck Standard,Premium rc monster truck for discerning customers,Toys,Toys & Games,165.13,41,456,2024-01-01 00:00:00
646,TechPro RC Monster Truck Plus,Top-rated rc monster truck trusted by thousands,Toys,Toys & Games,149.32,26,435,2024-01-01 00:00:00
647,SmartChoice RC Drone Standard,Award-winning rc drone with innovative design,Toys,Toys & Games,195.35,20,189,2024-01-01 00:00:00
648,ProLine RC Drone Plus,Professional-grade rc drone with advanced features,Toys,Toys & Games,76.02,4,349,2024-01-01 00:00:00
649,Master RC Drone Premium,Award-winning rc drone with innovative design,Toys,Toys & Games,47.03,46,279,2024-01-01 00:00:00
650,NextGen RC Helicopter Standard,Premium rc helicopter for discerning customers,Toys,Toys & Games,99.07,5,8,2024-01-01 00:00:00
651,Elite RC Helicopter Plus,Best-selling rc helicopter with outstanding reviews,Toys,Toys & Games,127.93,31,383,2024-01-01 00:00:00
652,ProLine Board Game Family Standard,Best-selling board game family with outstanding reviews,Toys,Toys & Games,38.06,16,420,2024-01-01 00:00:00
653,Elite Board Game Family Plus,High-quality board game family perfect for everyday use,Toys,Toys & Games,244.48,7,152,2024-01-01 00:00:00
654,ProLine Board Game Family Premium,Best-selling board game family with outstanding reviews,Toys,Toys & Games,74.13,48,461,2024-01-01 00:00:00
655,NextGen Strategy Board Game Standard,High-quality strategy board game perfect for everyday use,Toys,Toys & Games,98.67,16,102,2024-01-01 00:00:00
656,Classic Strategy Board Game Plus,Award-winning strategy board game with innovative design,Toys,Toys & Games,165.75,45,52,2024-01-01 00:00:00
657,Elite Party Game,High-quality party game perfect for everyday use,Toys,Toys & Games,122.54,22,318,2024-01-01 00:00:00
658,Elite Trivia Game,Premium trivia game for discerning customers,Toys,Toys & Games,45.97,41,166,2024-01-01 00:00:00
659,Premium Playing Cards Standard,Best-selling playing cards with outstanding reviews,Toys,Toys & Games,83.9,49,433,2024-01-01 00:00:00
660,ProLine Playing Cards Plus,Top-rated playing cards trusted by thousands,Toys,Toys & Games,117.04,17,135,2024-01-01 00:00:00
661,Advanced Playing Cards Premium,Premium playing cards for discerning customers,Toys,Toys & Games,338.89,6,184,2024-01-01 00:00:00
662,UltraMax Card Game,Top-rated card game trusted by thousands,Toys,Toys & Games,136.1,7,351,2024-01-01 00:00:00
663,ValueBest Collectible Cards,Professional-grade collectible cards with advanced features,Toys,Toys & Games,192.09,33,179,2024-01-01 00:00:00
664,SmartChoice Magic Cards,Professional-grade magic cards with advanced features,Toys,Toys & Games,128.74,32,247,2024-01-01 00:00:00
665,TechPro Art Set Complete Standard,Premium art set complete for discerning customers,Toys,Toys & Games,171.18,11,204,2024-01-01 00:00:00
666,Elite Art Set Complete Plus,Best-selling art set complete with outstanding reviews,Toys,Toys & Games,129.97,48,164,2024-01-01 00:00:00
667,Master Art Set Complete Premium,Best-selling art set complete with outstanding reviews,Toys,Toys & Games,132.27,6,303,2024-01-01 00:00:00
668,Premium Watercolor Set,High-quality watercolor set perfect for everyday use,Toys,Toys & Games,54.72,21,19,2024-01-01 00:00:00
669,Supreme Colored Pencils,Premium colored pencils for discerning customers,Toys,Toys & Games,88.67,21,118,2024-01-01 00:00:00
670,ValueBest Markers Set Standard,Best-selling markers set with outstanding reviews,Toys,Toys & Games,91.94,42,168,2024-01-01 00:00:00
671,Premium Markers Set Plus,Award-winning markers set with innovative design,Toys,Toys & Games,165.52,28,326,2024-01-01 00:00:00
672,Professional Markers Set Premium,Award-winning markers set with innovative design,Toys,Toys & Games,348.76,31,265,2024-01-01 00:00:00
673,Classic Craft Kit Jewelry Standard,Premium craft kit jewelry for discerning customers,Toys,Toys & Games,192.83,44,75,2024-01-01 00:00:00
674,Premium Craft Kit Jewelry Plus,Professional-grade craft kit jewelry with advanced features,Toys,Toys & Games,78.06,40,242,2024-01-01 00:00:00
675,Champion Craft Kit Pottery,Professional-grade craft kit pottery with advanced features,Toys,Toys & Games,185.76,13,51,2024-01-01 00:00:00
676,Elite Origami Set Standard,Best-selling origami set with outstanding reviews,Toys,Toys & Games,67.9,49,244,2024-01-01 00:00:00
677,Modern Origami Set Plus,Best-selling origami set with outstanding reviews,Toys,Toys & Games,86.14,28,303,2024-01-01 00:00:00
678,Advanced Origami Set Premium,Professional-grade origami set with advanced features,Toys,Toys & Games,332.48,14,139,2024-01-01 00:00:00
679,ValueBest Knitting Kit Standard,Affordable knitting kit with excellent value for money,Toys,Toys & Games,14.06,45,282,2024-01-01 00:00:00
680,Advanced Knitting Kit Plus,Professional-grade knitting kit with advanced features,Toys,Toys & Games,243.85,48,165,2024-01-01 00:00:00
681,Master Kids Guitar,Top-rated kids guitar trusted by thousands,Toys,Toys & Games,32.7,44,94,2024-01-01 00:00:00
682,Champion Kids Keyboard Standard,Affordable kids keyboard with excellent value for money,Toys,Toys & Games,95.96,36,163,2024-01-01 00:00:00
683,Supreme Kids Keyboard Plus,High-quality kids keyboard perfect for everyday use,Toys,Toys & Games,126.3,48,273,2024-01-01 00:00:00
684,Elite Kids Drum Set,Top-rated kids drum set trusted by thousands,Toys,Toys & Games,54.49,13,260,2024-01-01 00:00:00
685,Expert Toy Xylophone,Professional-grade toy xylophone with advanced features,Toys,Toys & Games,99.18,12,298,2024-01-01 00:00:00
686,Modern Doll House,High-quality doll house perfect for everyday use,Toys,Toys & Games,193.05,4,406,2024-01-01 00:00:00
687,Classic Fashion Doll Standard,Affordable fashion doll with excellent value for money,Toys,Toys & Games,178.99,35,319,2024-01-01 00:00:00
688,Elite Fashion Doll Plus,Best-selling fashion doll with outstanding reviews,Toys,Toys & Games,161.93,40,156,2024-01-01 00:00:00
689,ProLine Fashion Doll Premium,Professional-grade fashion doll with advanced features,Toys,Toys & Games,301.88,19,47,2024-01-01 00:00:00
690,ValueBest Baby Doll,Award-winning baby doll with innovative design,Toys,Toys & Games,47.6,22,408,2024-01-01 00:00:00
691,Modern Doll Accessories Standard,High-quality doll accessories perfect for everyday use,Toys,Toys & Games,59.86,10,286,2024-01-01 00:00:00
692,Essential Doll Accessories Plus,Professional-grade doll accessories with advanced features,Toys,Toys & Games,128.21,37,344,2024-01-01 00:00:00
693,Elite Doll Accessories Premium,High-quality doll accessories perfect for everyday use,Toys,Toys & Games,189.23,21,395,2024-01-01 00:00:00
694,Master LEGO Set,Best-selling lego set with outstanding reviews,Toys,Toys & Games,121.77,42,437,2024-01-01 00:00:00
695,NextGen Construction Set,Premium construction set for discerning customers,Toys,Toys & Games,154.29,23,96,2024-01-01 00:00:00
696,Advanced Model Kit Standard,Professional-grade model kit with advanced features,Toys,Toys & Games,91.36,37,349,2024-01-01 00:00:00
697,TechPro Model Kit Plus,Award-winning model kit with innovative design,Toys,Toys & Games,268.07,5,361,2024-01-01 00:00:00
698,Elite Science Kit Standard,Top-rated science kit trusted by thousands,Toys,Toys & Games,145.47,46,46,2024-01-01 00:00:00
699,Master Science Kit Plus,Best-selling science kit with outstanding reviews,Toys,Toys & Games,58.32,38,62,2024-01-01 00:00:00
700,Professional Science Kit Premium,Affordable science kit with excellent value for money,Toys,Toys & Games,26.55,12,401,2024-01-01 00:00:00
